model, road_block, max_speed_slow, max_speed_fast, fast_car_ratio, density, total_all_cars_distance, total_slow_cars_distance, total_fast_cars_distance, worst_case_distance_slow_cars, worst_cast_distance_fast_cars, best_case_distance_slow_car, best_case_distance_fast_car,num_slow_cars,num_fast_cars,global_speed_rule,repetition,slack,distance_look_ahead,max_speed_slow_car
NS,0,9,11,0.25,0.3,120828,90593,30235,318,330,506,492,225,75,false,4,3,7,9
NS,1,3,4,0.5,0.3,84896,41652,43244,121,149,321,377,150,150,false,0,3,7,3
NS,1,3,4,0.5,0.3,85470,41389,44081,105,143,319,372,150,150,false,1,3,7,3
NS,1,3,4,0.5,0.3,83882,40458,43424,104,142,324,340,150,150,false,2,3,7,3
NS,1,3,4,0.5,0.3,84131,41295,42836,115,141,331,356,150,150,false,3,3,7,3
NS,1,3,4,0.5,0.3,85355,41551,43804,133,104,323,395,150,150,false,4,3,7,3
NS,0,3,4,0.5,0.3,89373,43667,45706,255,264,331,354,150,150,false,0,3,7,3
NS,0,3,4,0.5,0.3,89133,43814,45319,248,245,327,375,150,150,false,1,3,7,3
NS,0,3,4,0.5,0.3,88318,43125,45193,237,245,323,360,150,150,false,2,3,7,3
NS,0,3,4,0.5,0.3,88215,43059,45156,250,239,320,363,150,150,false,3,3,7,3
NS,0,3,4,0.5,0.3,87230,42267,44963,231,231,331,368,150,150,false,4,3,7,3
NS,1,3,8,0.5,0.3,87661,42390,45271,18,12,338,364,150,150,false,0,3,7,3
NS,1,3,8,0.5,0.3,90229,44146,46083,92,31,333,365,150,150,false,1,3,7,3
NS,1,3,8,0.5,0.3,89754,43457,46297,46,124,336,381,150,150,false,2,3,7,3
NS,1,3,8,0.5,0.3,89941,43864,46077,64,131,336,390,150,150,false,3,3,7,3
NS,1,3,8,0.5,0.3,88371,43202,45169,36,69,335,370,150,150,false,4,3,7,3
NS,0,3,8,0.5,0.3,93303,46083,47220,277,272,336,358,150,150,false,0,3,7,3
NS,0,3,8,0.5,0.3,94560,46592,47968,272,277,336,377,150,150,false,1,3,7,3
NS,0,3,8,0.5,0.3,93874,46290,47584,278,277,333,367,150,150,false,2,3,7,3
NS,0,3,8,0.5,0.3,93516,46172,47344,271,279,334,365,150,150,false,3,3,7,3
NS,0,3,8,0.5,0.3,94640,46302,48338,269,275,341,385,150,150,false,4,3,7,3
NS,1,3,11,0.5,0.3,90252,43358,46894,22,56,337,374,150,150,false,0,3,7,3
NS,1,3,11,0.5,0.3,88770,44190,44580,52,10,332,348,150,150,false,1,3,7,3
NS,1,3,11,0.5,0.3,88670,42979,45691,23,28,336,375,150,150,false,2,3,7,3
NS,1,3,11,0.5,0.3,87848,42920,44928,32,26,336,359,150,150,false,3,3,7,3
NS,1,3,11,0.5,0.3,89027,43140,45887,35,33,340,353,150,150,false,4,3,7,3
NS,0,3,11,0.5,0.3,94452,46682,47770,279,275,331,360,150,150,false,0,3,7,3
NS,0,3,11,0.5,0.3,91212,45172,46040,230,228,336,369,150,150,false,1,3,7,3
NS,0,3,11,0.5,0.3,93608,46026,47582,278,281,333,358,150,150,false,2,3,7,3
NS,0,3,11,0.5,0.3,92681,45838,46843,248,250,335,350,150,150,false,3,3,7,3
NS,0,3,11,0.5,0.3,94376,46577,47799,281,281,336,356,150,150,false,4,3,7,3
NS,1,6,8,0.5,0.3,107589,53643,53946,40,67,496,543,150,150,false,0,3,7,6
NS,1,6,8,0.5,0.3,109807,54447,55360,76,82,519,545,150,150,false,1,3,7,6
NS,1,6,8,0.5,0.3,111308,57723,53585,47,62,525,520,150,150,false,2,3,7,6
NS,1,6,8,0.5,0.3,111415,54812,56603,73,111,515,498,150,150,false,3,3,7,6
NS,1,6,8,0.5,0.3,111010,54637,56373,78,55,493,512,150,150,false,4,3,7,6
NS,0,6,8,0.5,0.3,121094,60014,61080,321,317,486,501,150,150,false,0,3,7,6
NS,0,6,8,0.5,0.3,120652,59923,60729,313,311,486,498,150,150,false,1,3,7,6
NS,0,6,8,0.5,0.3,119447,59410,60037,333,329,503,501,150,150,false,2,3,7,6
NS,0,6,8,0.5,0.3,122755,61109,61646,327,315,480,477,150,150,false,3,3,7,6
NS,0,6,8,0.5,0.3,120529,59982,60547,299,300,502,514,150,150,false,4,3,7,6
NS,1,6,11,0.5,0.3,113367,56090,57277,35,28,517,567,150,150,false,0,3,7,6
NS,1,6,11,0.5,0.3,109658,54936,54722,3,27,547,565,150,150,false,1,3,7,6
NS,1,6,11,0.5,0.3,112140,56296,55844,16,38,501,523,150,150,false,2,3,7,6
NS,1,6,11,0.5,0.3,113610,57420,56190,87,68,533,538,150,150,false,3,3,7,6
NS,1,6,11,0.5,0.3,112387,56396,55991,16,36,510,559,150,150,false,4,3,7,6
NS,0,6,11,0.5,0.3,121978,60930,61048,340,348,461,475,150,150,false,0,3,7,6
NS,0,6,11,0.5,0.3,122008,61023,60985,309,333,496,501,150,150,false,1,3,7,6
NS,0,6,11,0.5,0.3,123413,61482,61931,325,313,499,518,150,150,false,2,3,7,6
NS,0,6,11,0.5,0.3,122261,61362,60899,326,334,480,467,150,150,false,3,3,7,6
NS,0,6,11,0.5,0.3,120414,60075,60339,302,313,496,506,150,150,false,4,3,7,6
NS,1,9,11,0.5,0.3,112248,55814,56434,24,12,557,596,150,150,false,0,3,7,9
NS,1,9,11,0.5,0.3,115316,55983,59333,9,81,556,548,150,150,false,1,3,7,9
NS,1,9,11,0.5,0.3,117726,59992,57734,110,71,541,542,150,150,false,2,3,7,9
NS,1,9,11,0.5,0.3,110002,53708,56294,3,3,544,558,150,150,false,3,3,7,9
NS,1,9,11,0.5,0.3,113170,57852,55318,14,7,538,552,150,150,false,4,3,7,9
NS,0,9,11,0.5,0.3,121976,62002,59974,311,312,509,494,150,150,false,0,3,7,9
NS,0,9,11,0.5,0.3,122629,61399,61230,329,333,497,493,150,150,false,1,3,7,9
NS,0,9,11,0.5,0.3,123397,61845,61552,327,319,501,490,150,150,false,2,3,7,9
NS,0,9,11,0.5,0.3,122592,61306,61286,311,306,505,512,150,150,false,3,3,7,9
NS,0,9,11,0.5,0.3,123129,61614,61515,319,334,501,495,150,150,false,4,3,7,9
NS,1,3,4,0.75,0.3,87817,21132,66685,164,85,321,370,75,225,false,0,3,7,3
NS,1,3,4,0.75,0.3,86549,20877,65672,125,109,321,359,75,225,false,1,3,7,3
NS,1,3,4,0.75,0.3,86961,19903,67058,51,52,327,408,75,225,false,2,3,7,3
NS,1,3,4,0.75,0.3,86061,20732,65329,139,123,337,374,75,225,false,3,3,7,3
NS,1,3,4,0.75,0.3,85554,19821,65733,114,131,316,366,75,225,false,4,3,7,3
NS,0,3,4,0.75,0.3,91913,21675,70238,238,245,323,382,75,225,false,0,3,7,3
NS,0,3,4,0.75,0.3,92027,21785,70242,250,249,324,404,75,225,false,1,3,7,3
NS,0,3,4,0.75,0.3,91340,21758,69582,256,251,327,375,75,225,false,2,3,7,3
NS,0,3,4,0.75,0.3,92224,22006,70218,258,246,327,382,75,225,false,3,3,7,3
NS,0,3,4,0.75,0.3,90508,22062,68446,229,239,329,383,75,225,false,4,3,7,3
NS,1,3,8,0.75,0.3,92232,21759,70473,55,45,332,414,75,225,false,0,3,7,3
NS,1,3,8,0.75,0.3,91828,21616,70212,39,1,329,405,75,225,false,1,3,7,3
NS,1,3,8,0.75,0.3,92612,21119,71493,34,42,333,413,75,225,false,2,3,7,3
NS,1,3,8,0.75,0.3,91984,22296,69688,14,9,332,385,75,225,false,3,3,7,3
NS,1,3,8,0.75,0.3,92334,21705,70629,54,52,339,423,75,225,false,4,3,7,3
NS,0,3,8,0.75,0.3,97368,23412,73956,285,276,339,376,75,225,false,0,3,7,3
NS,0,3,8,0.75,0.3,95685,23002,72683,270,267,335,431,75,225,false,1,3,7,3
NS,0,3,8,0.75,0.3,98266,23118,75148,263,265,336,418,75,225,false,2,3,7,3
NS,0,3,8,0.75,0.3,97456,23346,74110,274,276,338,438,75,225,false,3,3,7,3
NS,0,3,8,0.75,0.3,97161,23200,73961,267,270,335,406,75,225,false,4,3,7,3
NS,1,3,11,0.75,0.3,91074,21613,69461,74,38,333,403,75,225,false,0,3,7,3
NS,1,3,11,0.75,0.3,92611,21819,70792,19,19,336,414,75,225,false,1,3,7,3
NS,1,3,11,0.75,0.3,92049,21822,70227,67,56,333,447,75,225,false,2,3,7,3
NS,1,3,11,0.75,0.3,92260,22171,70089,95,30,340,396,75,225,false,3,3,7,3
NS,1,3,11,0.75,0.3,89450,21475,67975,37,27,330,420,75,225,false,4,3,7,3
NS,0,3,11,0.75,0.3,96239,23038,73201,257,266,332,435,75,225,false,0,3,7,3
NS,0,3,11,0.75,0.3,96985,23669,73316,284,279,335,374,75,225,false,1,3,7,3
NS,0,3,11,0.75,0.3,95611,23163,72448,260,272,336,386,75,225,false,2,3,7,3
NS,0,3,11,0.75,0.3,96816,23634,73182,295,283,336,396,75,225,false,3,3,7,3
NS,0,3,11,0.75,0.3,96383,23414,72969,265,266,341,393,75,225,false,4,3,7,3
NS,1,6,8,0.75,0.3,109360,27031,82329,48,19,469,562,75,225,false,0,3,7,6
NS,1,6,8,0.75,0.3,113008,28082,84926,30,23,516,529,75,225,false,1,3,7,6
NS,1,6,8,0.75,0.3,114025,27934,86091,21,12,523,530,75,225,false,2,3,7,6
NS,1,6,8,0.75,0.3,111686,27671,84015,31,36,503,528,75,225,false,3,3,7,6
NS,1,6,8,0.75,0.3,111288,26148,85140,7,1,514,536,75,225,false,4,3,7,6
NS,0,6,8,0.75,0.3,122219,29814,92405,306,287,476,494,75,225,false,0,3,7,6
NS,0,6,8,0.75,0.3,121838,30316,91522,286,260,588,581,75,225,false,1,3,7,6
NS,0,6,8,0.75,0.3,121502,30371,91131,304,301,504,533,75,225,false,2,3,7,6
NS,0,6,8,0.75,0.3,121249,29947,91302,293,286,520,546,75,225,false,3,3,7,6
NS,0,6,8,0.75,0.3,118937,29506,89431,324,316,491,481,75,225,false,4,3,7,6
NS,1,6,11,0.75,0.3,111795,28534,83261,92,20,511,557,75,225,false,0,3,7,6
NS,1,6,11,0.75,0.3,111391,27718,83673,27,36,508,572,75,225,false,1,3,7,6
NS,1,6,11,0.75,0.3,109454,25621,83833,31,26,498,558,75,225,false,2,3,7,6
NS,1,6,11,0.75,0.3,112785,26777,86008,47,41,494,544,75,225,false,3,3,7,6
NS,1,6,11,0.75,0.3,111032,27542,83490,8,5,479,516,75,225,false,4,3,7,6
NS,0,6,11,0.75,0.3,122078,30463,91615,335,312,477,504,75,225,false,0,3,7,6
NS,0,6,11,0.75,0.3,121920,29838,92082,312,298,488,502,75,225,false,1,3,7,6
NS,0,6,11,0.75,0.3,121183,29144,92039,292,270,515,566,75,225,false,2,3,7,6
NS,0,6,11,0.75,0.3,122428,30165,92263,341,353,468,503,75,225,false,3,3,7,6
NS,0,6,11,0.75,0.3,121430,30614,90816,355,332,495,488,75,225,false,4,3,7,6
NS,1,9,11,0.75,0.3,114520,27694,86826,16,5,516,512,75,225,false,0,3,7,9
NS,1,9,11,0.75,0.3,112682,28982,83700,140,61,505,537,75,225,false,1,3,7,9
NS,1,9,11,0.75,0.3,114106,29817,84289,64,23,517,526,75,225,false,2,3,7,9
NS,1,9,11,0.75,0.3,112892,28364,84528,75,26,481,511,75,225,false,3,3,7,9
NS,1,9,11,0.75,0.3,112765,27678,85087,24,43,522,524,75,225,false,4,3,7,9
NS,0,9,11,0.75,0.3,120634,30989,89645,336,309,515,527,75,225,false,0,3,7,9
NS,0,9,11,0.75,0.3,124035,31219,92816,336,313,486,503,75,225,false,1,3,7,9
NS,0,9,11,0.75,0.3,123922,30809,93113,323,302,512,535,75,225,false,2,3,7,9
NS,0,9,11,0.75,0.3,121575,30670,90905,325,287,522,501,75,225,false,3,3,7,9
NS,0,9,11,0.75,0.3,124270,30729,93541,319,320,532,550,75,225,false,4,3,7,9
NS,1,-1,4,1.0,0.3,93441,0,93441,999999999,103,-1,417,0,300,false,0,3,7,3
NS,1,-1,4,1.0,0.3,94189,0,94189,999999999,71,-1,418,0,300,false,1,3,7,3
NS,1,-1,4,1.0,0.3,93279,0,93279,999999999,67,-1,399,0,300,false,2,3,7,3
NS,1,-1,4,1.0,0.3,93030,0,93030,999999999,122,-1,421,0,300,false,3,3,7,3
NS,1,-1,4,1.0,0.3,98399,0,98399,999999999,125,-1,421,0,300,false,4,3,7,3
NS,0,-1,4,1.0,0.3,99935,0,99935,999999999,243,-1,421,0,300,false,0,3,7,3
NS,0,-1,4,1.0,0.3,97922,0,97922,999999999,255,-1,415,0,300,false,1,3,7,3
NS,0,-1,4,1.0,0.3,99399,0,99399,999999999,272,-1,390,0,300,false,2,3,7,3
NS,0,-1,4,1.0,0.3,101304,0,101304,999999999,277,-1,408,0,300,false,3,3,7,3
NS,0,-1,4,1.0,0.3,101738,0,101738,999999999,283,-1,424,0,300,false,4,3,7,3
NS,1,-1,8,1.0,0.3,113224,0,113224,999999999,16,-1,514,0,300,false,0,3,7,3
NS,1,-1,8,1.0,0.3,109170,0,109170,999999999,24,-1,531,0,300,false,1,3,7,3
NS,1,-1,8,1.0,0.3,110625,0,110625,999999999,29,-1,518,0,300,false,2,3,7,3
NS,1,-1,8,1.0,0.3,110369,0,110369,999999999,40,-1,512,0,300,false,3,3,7,3
NS,1,-1,8,1.0,0.3,107281,0,107281,999999999,16,-1,537,0,300,false,4,3,7,3
NS,0,-1,8,1.0,0.3,121318,0,121318,999999999,321,-1,495,0,300,false,0,3,7,3
NS,0,-1,8,1.0,0.3,121631,0,121631,999999999,304,-1,512,0,300,false,1,3,7,3
NS,0,-1,8,1.0,0.3,121896,0,121896,999999999,325,-1,492,0,300,false,2,3,7,3
NS,0,-1,8,1.0,0.3,121280,0,121280,999999999,340,-1,479,0,300,false,3,3,7,3
NS,0,-1,8,1.0,0.3,120680,0,120680,999999999,288,-1,503,0,300,false,4,3,7,3
NS,1,-1,11,1.0,0.3,116273,0,116273,999999999,2,-1,576,0,300,false,0,3,7,3
NS,1,-1,11,1.0,0.3,112322,0,112322,999999999,72,-1,497,0,300,false,1,3,7,3
NS,1,-1,11,1.0,0.3,111383,0,111383,999999999,50,-1,523,0,300,false,2,3,7,3
NS,1,-1,11,1.0,0.3,111742,0,111742,999999999,14,-1,534,0,300,false,3,3,7,3
NS,1,-1,11,1.0,0.3,113190,0,113190,999999999,25,-1,531,0,300,false,4,3,7,3
NS,0,-1,11,1.0,0.3,123395,0,123395,999999999,306,-1,500,0,300,false,0,3,7,3
NS,0,-1,11,1.0,0.3,121950,0,121950,999999999,299,-1,507,0,300,false,1,3,7,3
NS,0,-1,11,1.0,0.3,123691,0,123691,999999999,308,-1,572,0,300,false,2,3,7,3
NS,0,-1,11,1.0,0.3,121047,0,121047,999999999,305,-1,513,0,300,false,3,3,7,3
NS,0,-1,11,1.0,0.3,122085,0,122085,999999999,300,-1,529,0,300,false,4,3,7,3
NS,1,-1,8,1.0,0.3,111731,0,111731,999999999,73,-1,549,0,300,false,0,3,7,6
NS,1,-1,8,1.0,0.3,113259,0,113259,999999999,53,-1,511,0,300,false,1,3,7,6
NS,1,-1,8,1.0,0.3,111115,0,111115,999999999,16,-1,561,0,300,false,2,3,7,6
NS,1,-1,8,1.0,0.3,112384,0,112384,999999999,66,-1,569,0,300,false,3,3,7,6
NS,1,-1,8,1.0,0.3,116886,0,116886,999999999,74,-1,525,0,300,false,4,3,7,6
NS,0,-1,8,1.0,0.3,121137,0,121137,999999999,320,-1,507,0,300,false,0,3,7,6
NS,0,-1,8,1.0,0.3,123442,0,123442,999999999,311,-1,528,0,300,false,1,3,7,6
NS,0,-1,8,1.0,0.3,122560,0,122560,999999999,312,-1,510,0,300,false,2,3,7,6
NS,0,-1,8,1.0,0.3,123209,0,123209,999999999,308,-1,485,0,300,false,3,3,7,6
NS,0,-1,8,1.0,0.3,123541,0,123541,999999999,292,-1,503,0,300,false,4,3,7,6
NS,1,-1,11,1.0,0.3,110796,0,110796,999999999,47,-1,524,0,300,false,0,3,7,6
NS,1,-1,11,1.0,0.3,114051,0,114051,999999999,26,-1,532,0,300,false,1,3,7,6
NS,1,-1,11,1.0,0.3,110937,0,110937,999999999,61,-1,629,0,300,false,2,3,7,6
NS,1,-1,11,1.0,0.3,109979,0,109979,999999999,8,-1,544,0,300,false,3,3,7,6
NS,1,-1,11,1.0,0.3,113410,0,113410,999999999,14,-1,524,0,300,false,4,3,7,6
NS,0,-1,11,1.0,0.3,123964,0,123964,999999999,317,-1,516,0,300,false,0,3,7,6
NS,0,-1,11,1.0,0.3,121989,0,121989,999999999,314,-1,517,0,300,false,1,3,7,6
NS,0,-1,11,1.0,0.3,123431,0,123431,999999999,284,-1,507,0,300,false,2,3,7,6
NS,0,-1,11,1.0,0.3,121455,0,121455,999999999,223,-1,551,0,300,false,3,3,7,6
NS,0,-1,11,1.0,0.3,121336,0,121336,999999999,300,-1,521,0,300,false,4,3,7,6
NS,1,-1,11,1.0,0.3,111928,0,111928,999999999,4,-1,528,0,300,false,0,3,7,9
NS,1,-1,11,1.0,0.3,112932,0,112932,999999999,26,-1,537,0,300,false,1,3,7,9
NS,1,-1,11,1.0,0.3,112257,0,112257,999999999,33,-1,589,0,300,false,2,3,7,9
NS,1,-1,11,1.0,0.3,111637,0,111637,999999999,50,-1,511,0,300,false,3,3,7,9
NS,1,-1,11,1.0,0.3,112100,0,112100,999999999,23,-1,573,0,300,false,4,3,7,9
NS,0,-1,11,1.0,0.3,121718,0,121718,999999999,258,-1,545,0,300,false,0,3,7,9
NS,0,-1,11,1.0,0.3,123298,0,123298,999999999,301,-1,495,0,300,false,1,3,7,9
NS,0,-1,11,1.0,0.3,122380,0,122380,999999999,308,-1,506,0,300,false,2,3,7,9
NS,0,-1,11,1.0,0.3,119213,0,119213,999999999,288,-1,498,0,300,false,3,3,7,9
NS,0,-1,11,1.0,0.3,121443,0,121443,999999999,284,-1,482,0,300,false,4,3,7,9
NS,1,3,-1,0.0,0.4,96200,96200,0,104,999999999,290,-1,400,0,false,0,3,7,3
NS,1,3,-1,0.0,0.4,93955,93955,0,52,999999999,310,-1,400,0,false,1,3,7,3
NS,1,3,-1,0.0,0.4,94748,94748,0,80,999999999,298,-1,400,0,false,2,3,7,3
NS,1,3,-1,0.0,0.4,95014,95014,0,90,999999999,298,-1,400,0,false,3,3,7,3
NS,1,3,-1,0.0,0.4,93524,93524,0,57,999999999,303,-1,400,0,false,4,3,7,3
NS,0,3,-1,0.0,0.4,100018,100018,0,204,999999999,306,-1,400,0,false,0,3,7,3
NS,0,3,-1,0.0,0.4,100622,100622,0,202,999999999,310,-1,400,0,false,1,3,7,3
NS,0,3,-1,0.0,0.4,98415,98415,0,179,999999999,309,-1,400,0,false,2,3,7,3
NS,0,3,-1,0.0,0.4,98859,98859,0,188,999999999,309,-1,400,0,false,3,3,7,3
NS,0,3,-1,0.0,0.4,99349,99349,0,204,999999999,305,-1,400,0,false,4,3,7,3
NS,1,3,-1,0.0,0.4,99762,99762,0,26,999999999,308,-1,400,0,false,0,3,7,3
NS,1,3,-1,0.0,0.4,99740,99740,0,22,999999999,328,-1,400,0,false,1,3,7,3
NS,1,3,-1,0.0,0.4,98385,98385,0,8,999999999,310,-1,400,0,false,2,3,7,3
NS,1,3,-1,0.0,0.4,101020,101020,0,10,999999999,313,-1,400,0,false,3,3,7,3
NS,1,3,-1,0.0,0.4,102123,102123,0,15,999999999,317,-1,400,0,false,4,3,7,3
NS,0,3,-1,0.0,0.4,107302,107302,0,197,999999999,312,-1,400,0,false,0,3,7,3
NS,0,3,-1,0.0,0.4,107692,107692,0,225,999999999,320,-1,400,0,false,1,3,7,3
NS,0,3,-1,0.0,0.4,105435,105435,0,204,999999999,323,-1,400,0,false,2,3,7,3
NS,0,3,-1,0.0,0.4,105215,105215,0,193,999999999,329,-1,400,0,false,3,3,7,3
NS,0,3,-1,0.0,0.4,107609,107609,0,218,999999999,311,-1,400,0,false,4,3,7,3
NS,1,3,-1,0.0,0.4,99605,99605,0,3,999999999,321,-1,400,0,false,0,3,7,3
NS,1,3,-1,0.0,0.4,97263,97263,0,10,999999999,322,-1,400,0,false,1,3,7,3
NS,1,3,-1,0.0,0.4,98422,98422,0,12,999999999,325,-1,400,0,false,2,3,7,3
NS,1,3,-1,0.0,0.4,98506,98506,0,5,999999999,316,-1,400,0,false,3,3,7,3
NS,1,3,-1,0.0,0.4,98131,98131,0,27,999999999,325,-1,400,0,false,4,3,7,3
NS,0,3,-1,0.0,0.4,105705,105705,0,210,999999999,313,-1,400,0,false,0,3,7,3
NS,0,3,-1,0.0,0.4,106005,106005,0,219,999999999,318,-1,400,0,false,1,3,7,3
NS,0,3,-1,0.0,0.4,106263,106263,0,219,999999999,315,-1,400,0,false,2,3,7,3
NS,0,3,-1,0.0,0.4,105780,105780,0,214,999999999,324,-1,400,0,false,3,3,7,3
NS,0,3,-1,0.0,0.4,106317,106317,0,217,999999999,300,-1,400,0,false,4,3,7,3
NS,1,6,-1,0.0,0.4,111796,111796,0,28,999999999,393,-1,400,0,false,0,3,7,6
NS,1,6,-1,0.0,0.4,108909,108909,0,8,999999999,418,-1,400,0,false,1,3,7,6
NS,1,6,-1,0.0,0.4,110008,110008,0,8,999999999,388,-1,400,0,false,2,3,7,6
NS,1,6,-1,0.0,0.4,110541,110541,0,3,999999999,381,-1,400,0,false,3,3,7,6
NS,1,6,-1,0.0,0.4,111642,111642,0,5,999999999,398,-1,400,0,false,4,3,7,6
NS,0,6,-1,0.0,0.4,117120,117120,0,218,999999999,374,-1,400,0,false,0,3,7,6
NS,0,6,-1,0.0,0.4,116579,116579,0,216,999999999,370,-1,400,0,false,1,3,7,6
NS,0,6,-1,0.0,0.4,119558,119558,0,220,999999999,372,-1,400,0,false,2,3,7,6
NS,0,6,-1,0.0,0.4,117669,117669,0,233,999999999,386,-1,400,0,false,3,3,7,6
NS,0,6,-1,0.0,0.4,116867,116867,0,206,999999999,378,-1,400,0,false,4,3,7,6
NS,1,6,-1,0.0,0.4,108715,108715,0,17,999999999,411,-1,400,0,false,0,3,7,6
NS,1,6,-1,0.0,0.4,107715,107715,0,19,999999999,387,-1,400,0,false,1,3,7,6
NS,1,6,-1,0.0,0.4,107795,107795,0,8,999999999,381,-1,400,0,false,2,3,7,6
NS,1,6,-1,0.0,0.4,111269,111269,0,76,999999999,390,-1,400,0,false,3,3,7,6
NS,1,6,-1,0.0,0.4,109508,109508,0,1,999999999,405,-1,400,0,false,4,3,7,6
NS,0,6,-1,0.0,0.4,116399,116399,0,211,999999999,371,-1,400,0,false,0,3,7,6
NS,0,6,-1,0.0,0.4,118916,118916,0,211,999999999,384,-1,400,0,false,1,3,7,6
NS,0,6,-1,0.0,0.4,116230,116230,0,205,999999999,389,-1,400,0,false,2,3,7,6
NS,0,6,-1,0.0,0.4,119116,119116,0,211,999999999,393,-1,400,0,false,3,3,7,6
NS,0,6,-1,0.0,0.4,119039,119039,0,226,999999999,384,-1,400,0,false,4,3,7,6
NS,1,9,-1,0.0,0.4,111368,111368,0,52,999999999,373,-1,400,0,false,0,3,7,9
NS,1,9,-1,0.0,0.4,110375,110375,0,19,999999999,393,-1,400,0,false,1,3,7,9
NS,1,9,-1,0.0,0.4,111185,111185,0,41,999999999,446,-1,400,0,false,2,3,7,9
NS,1,9,-1,0.0,0.4,111403,111403,0,21,999999999,404,-1,400,0,false,3,3,7,9
NS,1,9,-1,0.0,0.4,110807,110807,0,3,999999999,405,-1,400,0,false,4,3,7,9
NS,0,9,-1,0.0,0.4,117313,117313,0,196,999999999,378,-1,400,0,false,0,3,7,9
NS,0,9,-1,0.0,0.4,119229,119229,0,236,999999999,393,-1,400,0,false,1,3,7,9
NS,0,9,-1,0.0,0.4,118055,118055,0,216,999999999,408,-1,400,0,false,2,3,7,9
NS,0,9,-1,0.0,0.4,117404,117404,0,229,999999999,376,-1,400,0,false,3,3,7,9
NS,0,9,-1,0.0,0.4,115773,115773,0,194,999999999,370,-1,400,0,false,4,3,7,9
NS,1,3,4,0.25,0.4,96212,71691,24521,67,119,301,305,300,100,false,0,3,7,3
NS,1,3,4,0.25,0.4,97705,73017,24688,97,86,296,309,300,100,false,1,3,7,3
NS,1,3,4,0.25,0.4,95181,70872,24309,39,44,309,327,300,100,false,2,3,7,3
NS,1,3,4,0.25,0.4,96952,72112,24840,119,120,294,325,300,100,false,3,3,7,3
NS,1,3,4,0.25,0.4,94184,69927,24257,62,67,311,312,300,100,false,4,3,7,3
NS,0,3,4,0.25,0.4,102212,76005,26207,211,218,300,320,300,100,false,0,3,7,3
NS,0,3,4,0.25,0.4,100595,74537,26058,207,216,296,323,300,100,false,1,3,7,3
NS,0,3,4,0.25,0.4,100229,74722,25507,201,209,304,311,300,100,false,2,3,7,3
NS,0,3,4,0.25,0.4,101070,74903,26167,201,219,301,325,300,100,false,3,3,7,3
NS,0,3,4,0.25,0.4,100368,74762,25606,202,200,309,316,300,100,false,4,3,7,3
NS,1,3,8,0.25,0.4,100784,74391,26393,20,9,321,340,300,100,false,0,3,7,3
NS,1,3,8,0.25,0.4,100117,74412,25705,20,25,314,336,300,100,false,1,3,7,3
NS,1,3,8,0.25,0.4,101564,76245,25319,9,9,317,345,300,100,false,2,3,7,3
NS,1,3,8,0.25,0.4,101241,75893,25348,3,5,325,342,300,100,false,3,3,7,3
NS,1,3,8,0.25,0.4,101850,76510,25340,27,55,334,316,300,100,false,4,3,7,3
NS,0,3,8,0.25,0.4,104954,78466,26488,165,173,327,337,300,100,false,0,3,7,3
NS,0,3,8,0.25,0.4,108033,80657,27376,214,221,320,330,300,100,false,1,3,7,3
NS,0,3,8,0.25,0.4,108713,81545,27168,216,214,305,314,300,100,false,2,3,7,3
NS,0,3,8,0.25,0.4,107686,80477,27209,198,200,321,325,300,100,false,3,3,7,3
NS,0,3,8,0.25,0.4,108562,80765,27797,222,226,309,318,300,100,false,4,3,7,3
NS,1,3,11,0.25,0.4,99548,74687,24861,34,17,321,328,300,100,false,0,3,7,3
NS,1,3,11,0.25,0.4,100879,75835,25044,14,44,325,321,300,100,false,1,3,7,3
NS,1,3,11,0.25,0.4,99677,75321,24356,27,25,315,338,300,100,false,2,3,7,3
NS,1,3,11,0.25,0.4,100251,75946,24305,13,23,326,349,300,100,false,3,3,7,3
NS,1,3,11,0.25,0.4,99648,75450,24198,61,11,314,340,300,100,false,4,3,7,3
NS,0,3,11,0.25,0.4,107172,80304,26868,208,207,329,320,300,100,false,0,3,7,3
NS,0,3,11,0.25,0.4,105821,79327,26494,202,207,316,326,300,100,false,1,3,7,3
NS,0,3,11,0.25,0.4,104846,78584,26262,187,194,315,325,300,100,false,2,3,7,3
NS,0,3,11,0.25,0.4,106960,79887,27073,218,226,309,319,300,100,false,3,3,7,3
NS,0,3,11,0.25,0.4,106934,79762,27172,211,220,309,315,300,100,false,4,3,7,3
NS,1,6,8,0.25,0.4,108726,80449,28277,21,31,397,406,300,100,false,0,3,7,6
NS,1,6,8,0.25,0.4,111202,83481,27721,43,56,405,396,300,100,false,1,3,7,6
NS,1,6,8,0.25,0.4,109950,82501,27449,53,52,399,382,300,100,false,2,3,7,6
NS,1,6,8,0.25,0.4,108446,80650,27796,29,75,370,368,300,100,false,3,3,7,6
NS,1,6,8,0.25,0.4,108765,80735,28030,43,43,391,396,300,100,false,4,3,7,6
NS,0,6,8,0.25,0.4,115725,87049,28676,212,216,386,382,300,100,false,0,3,7,6
NS,0,6,8,0.25,0.4,114557,85680,28877,180,211,378,372,300,100,false,1,3,7,6
NS,0,6,8,0.25,0.4,118585,89117,29468,217,223,398,389,300,100,false,2,3,7,6
NS,0,6,8,0.25,0.4,119314,89451,29863,218,218,357,369,300,100,false,3,3,7,6
